,tweet,class
591,dont know shit faggot bitch,0
592,fuck niggah weak cant tell freak,0
593,eggplant emoji doey say looked like scream lmao,2
594,would help others cant handle uppers cripples plus moderation isnt taken consideration itll bad,2
595,god teeth gold chain white bitches cocaine,1
596,lmao nigga shoulda said would balless bc dat cold bitch wont stop blowin meswaagg,0
597,watching madea plays every night singing ass bitches,1
598,dis crack ass cracker,0
599,open starburst candy get yellows lmao bruh,2
600,thats hoser eh,2
601,im starting like meek nig lil arrogant,0
602,damn whitey youll get kick newest form white privilege,0
603,islamic state suspects indonesia chinese uighurs uighur jihadis theyre prc tool,2
604,rt feel like tim ross nigger,0
605,white bitch fuckin nerve call nigga shes one payin lips get bigga,0
606,wonderful meet dude thats bitch ass nigga days,1
607,crackers leave parched asf,2
608,wallofthewasatch bitch,1
609,im soooooo tired dick dyke showing fb feed real studs dont fucc niggas bisexual,0
610,rt future gay culture considered cool americas teens instead wiggers straggots,0
611,bitch know lmaooo,1
612,reason didnt order shirt taffy know live would probably find stab,2
613,tweets trash,2
614,shade faggot clashes eye color,0
615,bcs titles mil revenue great redneck conference ohio,2
616,mhmm tweet bird,2
617,jus wanted let yll know hope hurricane kills soca sunday trash lordwillin,0
618,bitches get stuff done,1
619,cactus yellow lab chow mix hershey everybodys active buddy cactus one special pup shes angel,2
620,im sorry fucked yo bitch really dig nigga,1
621,rt jennas faggot,0
622,posted pics everything life yall hoes would fall love dont kill em channing,1
623,eat dat chicken love box baby lovin white woman eatin chicken colored mans dream,2
624,dont like sand nigger entertaining like knockdowns,0
625,trash aint,2
626,rubs hands like bird man,2
627,want affection also want left alone see issue herefag,0
628,newly gay bitches dont kno shit works,1
629,rt niggas ask hoes,0
630,pussy treated condoms like cars treat seatbelts kept beeping u put,1
631,hoes playing w like wont send baby cain niggah yesss messy,1
632,let say clearly since retarded ass dont understand,0
633,discredited per government study good factual pay bills moocher teabaggers republicans,2
634,halfbreed spic right say anything anglo ever killed,0
635,fb hoe loldamn next time nicer lmfao,1
636,given rickety slant roof id say like pizza shanty,2
637,bitch kill yoself go bathroom eat pills bitch em,0
638,young pill chamberlain bitches love music,1
639,white trash taken every charity organization us,0
640,gook,2
641,getting hit cunt thats foot sideways cunt army lol dini care yous fuckin laughable,0
642,cant stand playin ass niggabitch,1
643,like really want rafter monkey,2
644,terms like honkey cracker peckerwood stereotypes white people fucking kids sisters isnt racist sweet,0
645,rt ill break bitch like pussy,0
646,fucking faggots arent live dc maryland va,0
647,glad uncle another stupid faggot world hopefully next,0
648,yea forgot talkin degenerate faggot,0
649,rt californias biggest retards dont forget holy released amazing ep,0
650,im trash,2
651,wrong nigger always causung mischief among ur people,0
652,wutkinda r purple ceeeleeeman gurl jus playin stupid hoe track still shitted sum gurls,1
653,guess ill trash drawing roster changes,2
654,yo bitch horn tryna shoot porn thats shirt worthy tony,1
655,blessjesuslove happy belated sixtyfifth birthday aunt mary agnes strong,2
656,happy birthday dirty little bird tear,2
657,yeawhat maidana made greedy faggot loser atleast broner black,0
658,messagetomyfuturespouse u better cook clean bitch ill give u money aint cleanin dishes makin plate,1
659,let make couple tweets cuzzo page wont get twitter jaillmao bitch dont trick,1
660,britney bitch bible leviticus,1
661,sour apple bitter bitches im fuckin wit em,0
662,yer gonna continue contrarian bitch go die ive time trifling,0
663,pathetic plan failed enjoy phone fucking monkey let see ass benton park wanna talk shit ill carve face,0
664,dutch people live outside newyorkcity white trash,0
665,nips freeeeezingand thats okay theyre slicing bra,1
666,rt sav fag,0
667,rt nigger day honor nigger traditions working,0
668,nigga know damn well coon,0
669,hoes passed around cleveland niggah,1
670,rt smh bitch sellin ass,1
671,qbs season trash brought veteran could someone play,2
672,muzzy lovers need one thing tell muzzies mideast leave israel alone dont start shit wont shit israel,0
673,yall bitches switch roo niggas hell,1
674,hoes dyke,0
675,shawty wanna charge pussy im like whoa turnt cash use fuck free,1
676,people followers followers truth still niggers outlook mind amp,0
677,rt pussy niggas wouldnt fuck chick stretch marks,0
678,watching attackoftitan bro han stealing tweet bitch ass nigga,1
679,rt boy dats coldtyga dwn bad cuffin dat hoe st place,1
680,im proud wacko bird bout,2
681,elizabeth astupid hoe,0
682,ratchet looking nigger,0
683,aint shit girl bitch made nigga,0
684,say da hood white trash,0
685,going dumb essay bitch sad,1
686,go pray church something fag one cares religious bullshit,0
687,totally smells like brownies every day walk work,2
688,rains good go mall weather coons home,0
689,weeks rfn segment discuss idaho faggot marriage state like washington,0
690,ps case still trash idgaf anymore,2
691,pearl jam yellow ledbettergt,2
692,lemme guess wore hilly hicks sweatsleggings,2
693,ion wanna hear hoes faker momma dees teeth,1
694,whats comeatmebro bird stressful,2
695,hard qa time also pain mock unit tests,2
696,harbor bitches party bus hoes lol,1
697,think unsold items thrift stores go garbage think great games trash dumps speak,2
698,fuck stupid ass coward ass punk bitch faggot ass racist piece shit punk bitch aint worth time,0
699,thanks go clean trash ya lil nasty lol,2
700,stupid white people making posts relevant life stupid cousintoucher honkie whitetrash blonde,0
701,look like welfare bitch compared latinas date fuck need fashion makeup tips tbh,0
702,majority news feed people arguing means redneck vermontproblems,1
703,boats hoes please thanks mom,1
704,half jar marmalade shaved monkey saran wrap mini horse give best scene askkevin,2
705,oh lame yo pussy ass didnt show fuck u talking bout oh scary ass white boy,0
706,rt assholes know referring girl bitch doesnt make dick bigger right,0
707,good job tonight need eat crackers soyoull stop throwing,2
708,yall gots take da colored vacation kentucky fried chicken da white meat,2
709,pumprules bravoquality trash,2
710,enraged lb mike brown lethal weapon legshis hatred police amp whitey added fuel arsenal,0
711,yall fuckin trash yo man niggas gonna win skins trash,1
712,best asian massage park slope top rated spa,2
713,teabagger state like mississippi opposed minimum wage child labor laws unions proscab sweatshop work pretty much slavery,2
714,anglosaxon mike oz,2
715,np centuries fob,2
716,south full white trash midwest full white trash west coast full white trash,0
717,stop trolling u creepy ass cracker,0
718,yankees firecashman dont want arod back,2
719,name something trash cavs,2
720,trash,2
721,right rt idk one selling pussy thats way high,1
722,ima get every time throw trash away really belongs,2
723,wasp angry legend beat squishy pulp,2
724,rt go take trash darkskin nigga stole damn garbage,0
725,rt swags fag sauce,0
726,saw homeless man sleeping box surrounded bubble wrap must new alarm system arent even funny bitch,1
727,brady heard yall say washed washing league hoe ass niggas,0
728,riding bros still dont trust hoes,1
729,worst terrorists republican teabaggers,2
730,fuck red malone man bitch ass niggah could please use complete sentences,1
731,hes faggot,0
732,bitch plz whatever,1
733,look coon ass nigga standing damn toilet looking around manhood,0
734,rt shes one ugliest women ive ever seen cross reptile crow,0
735,draft gungho folks send afghanistan war zones show,2
736,pornandroidiphoneipadsexxxx homemade using submissive bitch outdoor home made amateur,1
737,check aint animated charlie murphy,2
738,hate shit like yall bitches think thats cute clothing violation,1
739,practically anything thats colored red often contain red pigments extracted female coccus costa cochineal insect,2
740,back nigger music decent,0
741,khan facing nothing trash since l garcia,2
742,hi charlie,2
743,dont stop half breed im starting learn makes dumb ass,0
744,get bag pink n white coloured van sweets please thanks dude,2
745,twice divorced teabagger florida attorney general says marriage reserved stable enduring family units wtf,0
746,uturns yellow aceptar este luz rojo lights taking long make bilingual,2
747,faggots old people people cant drive drunk people,0
748,roses red orchids bigger donts tell yo daddy fuckin nigger vddie,0
749,used girlfriend got hoes lookin good girl fuckin low,1
750,hoes aint loyal,1
751,dont say shit else stfu bitch lot twitter shit come see,1
752,grand opening top class oriental massage perfect,2
753,lmfao go bed whitey,0
754,naw rt one mad espn gonna talking faggot ass penn state week,0
755,chad jordan bitch im crying,1
756,ignorant cement headed hillbilly said taxing cant fuckin read fucking knob gobbling douchebag,0
757,really hate bitch knows best,1
758,hoe crying yo ass pregnant smiles riding dick bitch,0
759,shout momma cuz didnt raise hoe,1
760,thats energy city electric gotta go yankees stadium winning truly electrifying,2
761,rt nah hate white people since looks like dyke rt think ended racism,0
762,okay closet fag,0
763,bro everybody ho fuck favorite color mango red ho charge phone way ho smh,0
764,k bye hoe um bye,1
765,nah yo thought photoshopped face faggot smmfhi hate yall,0
766,fag,0
767,weird see local yokel journalist get worked enough take pointed side though thought impartial,2
768,tony romo mavs game dont mean still bitch lmao fuk cowgirls lol bitch fuck,1
769,,2
770,rt well genos ultimate faggot got show queer eat,0
771,everytime pro teams gb tourneys get schmanged im fanboying im saying dont think u say theyre trash,2
772,want pussy whipped im,1
773,arent best story time visit yellow friends,2
774,lmao bel ike nowadays,2
775,chill rt ever become president imma ban henny america day see negroes panic gotcha bitch,0
776,crystal probably person world interested poor black hillbillyjamaicapoor white hillbillywv idea,2
777,dont hunt birds unless count shooting dove season power line bb gun,2
778,god damn chinks,0
779,cigarettes gross half bitches smoke cigarettes,1
780,gone leave hoe,1
781,mk hun textith,2
782,shut fag,0
783,dumb beaner,2
784,love fuckin wit people givin greedy ass nigas old crackers wit expired cheese dey callin like nigga im shittin likea goose,0
785,naah da twitter bird,2
786,dyke chick cut hair barbershop look like future,0
787,faggot rant night,0
788,course win lose always exciting matches spilt blood arent trash talker,2
789,mo let kill crackers kill babies new black panthers hijack ferguson presser,0
790,yellow jacket landed mouth stung cutting grasssafe say,2
791,oh man molly ho fuck ya seed fixed,1
792,slut hoethot whore,1
793,girl retarded,0
794,hey hun,2
795,ghetto girls best bet find work call center try climb corporate latter,2
796,full moon crazyassholes full force im talking muzzies liberals im mood oblige,0
797,got feelin like trappin aint dead got ready call guala salute da truth seenitall seenitalltheautobiography,2
798,im mud shark black friends makes perfect sense idiotic,2
799,rt go eat pussy smells tangy,1
